Image_Name,sample_name,loaction_in_img,original_img_name,resolution_v_of_orignal_image,resolution_h_of_orignal_image,magnification,encoding
JSC156_52_280_2048_2000_.tif,280,52,JSC156,2048,2048,2000,7
JSC156_53_280_2048_2000_.tif,280,53,JSC156,2048,2048,2000,7
JSC156_54_280_2048_2000_.tif,280,54,JSC156,2048,2048,2000,7
JSC156_55_280_2048_2000_.tif,280,55,JSC156,2048,2048,2000,7
JSC156_56_280_2048_2000_.tif,280,56,JSC156,2048,2048,2000,7
JSC156_57_280_2048_2000_.tif,280,57,JSC156,2048,2048,2000,7
JSC156_60_280_2048_2000_.tif,280,60,JSC156,2048,2048,2000,7
JSC156_61_280_2048_2000_.tif,280,61,JSC156,2048,2048,2000,7
JSC156_62_280_2048_2000_.tif,280,62,JSC156,2048,2048,2000,7
JSC156_63_280_2048_2000_.tif,280,63,JSC156,2048,2048,2000,7
JSC156_64_280_2048_2000_.tif,280,64,JSC156,2048,2048,2000,7
JSC156_65_280_2048_2000_.tif,280,65,JSC156,2048,2048,2000,7
JSC156_66_280_2048_2000_.tif,280,66,JSC156,2048,2048,2000,7
JSC156_67_280_2048_2000_.tif,280,67,JSC156,2048,2048,2000,7
JSC156_70_280_2048_2000_.tif,280,70,JSC156,2048,2048,2000,7
JSC156_71_280_2048_2000_.tif,280,71,JSC156,2048,2048,2000,7
JSC156_72_280_2048_2000_.tif,280,72,JSC156,2048,2048,2000,7
JSC156_73_280_2048_2000_.tif,280,73,JSC156,2048,2048,2000,7
JSC156_74_280_2048_2000_.tif,280,74,JSC156,2048,2048,2000,7
JSC156_75_280_2048_2000_.tif,280,75,JSC156,2048,2048,2000,7
JSC156_76_280_2048_2000_.tif,280,76,JSC156,2048,2048,2000,7
JSC156_77_280_2048_2000_.tif,280,77,JSC156,2048,2048,2000,7
JSC157_00_280_2048_500_.tif ,280,00,JSC157,2048,2048,500,7
JSC157_01_280_2048_500_.tif ,280,01,JSC157,2048,2048,500,7
JSC157_02_280_2048_500_.tif ,280,02,JSC157,2048,2048,500,7
JSC157_03_280_2048_500_.tif ,280,03,JSC157,2048,2048,500,7
JSC157_04_280_2048_500_.tif ,280,04,JSC157,2048,2048,500,7
JSC157_05_280_2048_500_.tif ,280,05,JSC157,2048,2048,500,7
JSC157_06_280_2048_500_.tif ,280,06,JSC157,2048,2048,500,7
JSC157_07_280_2048_500_.tif ,280,07,JSC157,2048,2048,500,7
JSC157_10_280_2048_500_.tif ,280,10,JSC157,2048,2048,500,7
JSC157_11_280_2048_500_.tif ,280,11,JSC157,2048,2048,500,7
JSC157_12_280_2048_500_.tif ,280,12,JSC157,2048,2048,500,7
JSC157_13_280_2048_500_.tif ,280,13,JSC157,2048,2048,500,7
JSC157_14_280_2048_500_.tif ,280,14,JSC157,2048,2048,500,7
JSC157_15_280_2048_500_.tif ,280,15,JSC157,2048,2048,500,7
JSC157_16_280_2048_500_.tif ,280,16,JSC157,2048,2048,500,7
JSC157_17_280_2048_500_.tif ,280,17,JSC157,2048,2048,500,7
JSC157_20_280_2048_500_.tif ,280,20,JSC157,2048,2048,500,7
JSC157_21_280_2048_500_.tif ,280,21,JSC157,2048,2048,500,7
JSC157_22_280_2048_500_.tif ,280,22,JSC157,2048,2048,500,7
JSC157_23_280_2048_500_.tif ,280,23,JSC157,2048,2048,500,7
JSC157_24_280_2048_500_.tif ,280,24,JSC157,2048,2048,500,7
JSC157_25_280_2048_500_.tif ,280,25,JSC157,2048,2048,500,7
JSC157_26_280_2048_500_.tif ,280,26,JSC157,2048,2048,500,7
JSC157_27_280_2048_500_.tif ,280,27,JSC157,2048,2048,500,7
JSC157_30_280_2048_500_.tif ,280,30,JSC157,2048,2048,500,7
JSC157_31_280_2048_500_.tif ,280,31,JSC157,2048,2048,500,7
JSC157_32_280_2048_500_.tif ,280,32,JSC157,2048,2048,500,7
JSC157_33_280_2048_500_.tif ,280,33,JSC157,2048,2048,500,7
JSC157_34_280_2048_500_.tif ,280,34,JSC157,2048,2048,500,7
JSC157_35_280_2048_500_.tif ,280,35,JSC157,2048,2048,500,7
JSC157_36_280_2048_500_.tif ,280,36,JSC157,2048,2048,500,7
JSC157_37_280_2048_500_.tif ,280,37,JSC157,2048,2048,500,7
JSC157_40_280_2048_500_.tif ,280,40,JSC157,2048,2048,500,7
JSC157_41_280_2048_500_.tif ,280,41,JSC157,2048,2048,500,7
JSC157_42_280_2048_500_.tif ,280,42,JSC157,2048,2048,500,7
JSC157_43_280_2048_500_.tif ,280,43,JSC157,2048,2048,500,7
JSC157_44_280_2048_500_.tif ,280,44,JSC157,2048,2048,500,7
JSC157_45_280_2048_500_.tif ,280,45,JSC157,2048,2048,500,7
JSC157_46_280_2048_500_.tif ,280,46,JSC157,2048,2048,500,7
JSC157_47_280_2048_500_.tif ,280,47,JSC157,2048,2048,500,7
JSC157_50_280_2048_500_.tif ,280,50,JSC157,2048,2048,500,7
JSC157_51_280_2048_500_.tif ,280,51,JSC157,2048,2048,500,7
JSC157_52_280_2048_500_.tif ,280,52,JSC157,2048,2048,500,7
JSC157_53_280_2048_500_.tif ,280,53,JSC157,2048,2048,500,7
JSC157_54_280_2048_500_.tif ,280,54,JSC157,2048,2048,500,7
JSC157_55_280_2048_500_.tif ,280,55,JSC157,2048,2048,500,7
JSC157_56_280_2048_500_.tif ,280,56,JSC157,2048,2048,500,7
JSC157_57_280_2048_500_.tif ,280,57,JSC157,2048,2048,500,7
JSC157_60_280_2048_500_.tif ,280,60,JSC157,2048,2048,500,7
JSC157_61_280_2048_500_.tif ,280,61,JSC157,2048,2048,500,7
JSC157_62_280_2048_500_.tif ,280,62,JSC157,2048,2048,500,7
JSC157_63_280_2048_500_.tif ,280,63,JSC157,2048,2048,500,7
JSC157_64_280_2048_500_.tif ,280,64,JSC157,2048,2048,500,7
JSC157_65_280_2048_500_.tif ,280,65,JSC157,2048,2048,500,7
JSC157_66_280_2048_500_.tif ,280,66,JSC157,2048,2048,500,7
JSC157_67_280_2048_500_.tif ,280,67,JSC157,2048,2048,500,7
JSC157_70_280_2048_500_.tif ,280,70,JSC157,2048,2048,500,7
JSC157_71_280_2048_500_.tif ,280,71,JSC157,2048,2048,500,7
JSC157_72_280_2048_500_.tif ,280,72,JSC157,2048,2048,500,7
JSC157_73_280_2048_500_.tif ,280,73,JSC157,2048,2048,500,7
JSC157_74_280_2048_500_.tif ,280,74,JSC157,2048,2048,500,7
JSC157_75_280_2048_500_.tif ,280,75,JSC157,2048,2048,500,7
JSC157_76_280_2048_500_.tif ,280,76,JSC157,2048,2048,500,7
JSC157_77_280_2048_500_.tif ,280,77,JSC157,2048,2048,500,7
JSC158_00_280_2048_2000_.tif,280,00,JSC158,2048,2048,2000,7
JSC158_01_280_2048_2000_.tif,280,01,JSC158,2048,2048,2000,7
JSC158_02_280_2048_2000_.tif,280,02,JSC158,2048,2048,2000,7
JSC158_03_280_2048_2000_.tif,280,03,JSC158,2048,2048,2000,7
JSC158_04_280_2048_2000_.tif,280,04,JSC158,2048,2048,2000,7
JSC158_05_280_2048_2000_.tif,280,05,JSC158,2048,2048,2000,7
JSC158_06_280_2048_2000_.tif,280,06,JSC158,2048,2048,2000,7
JSC158_07_280_2048_2000_.tif,280,07,JSC158,2048,2048,2000,7
JSC158_10_280_2048_2000_.tif,280,10,JSC158,2048,2048,2000,7
JSC158_11_280_2048_2000_.tif,280,11,JSC158,2048,2048,2000,7
JSC158_12_280_2048_2000_.tif,280,12,JSC158,2048,2048,2000,7
JSC158_13_280_2048_2000_.tif,280,13,JSC158,2048,2048,2000,7
JSC158_14_280_2048_2000_.tif,280,14,JSC158,2048,2048,2000,7
JSC158_15_280_2048_2000_.tif,280,15,JSC158,2048,2048,2000,7
JSC158_16_280_2048_2000_.tif,280,16,JSC158,2048,2048,2000,7
JSC158_17_280_2048_2000_.tif,280,17,JSC158,2048,2048,2000,7
JSC158_20_280_2048_2000_.tif,280,20,JSC158,2048,2048,2000,7
JSC158_21_280_2048_2000_.tif,280,21,JSC158,2048,2048,2000,7
JSC158_22_280_2048_2000_.tif,280,22,JSC158,2048,2048,2000,7
JSC158_23_280_2048_2000_.tif,280,23,JSC158,2048,2048,2000,7
JSC158_24_280_2048_2000_.tif,280,24,JSC158,2048,2048,2000,7
JSC158_25_280_2048_2000_.tif,280,25,JSC158,2048,2048,2000,7
JSC158_26_280_2048_2000_.tif,280,26,JSC158,2048,2048,2000,7
JSC158_27_280_2048_2000_.tif,280,27,JSC158,2048,2048,2000,7
JSC158_30_280_2048_2000_.tif,280,30,JSC158,2048,2048,2000,7
JSC158_31_280_2048_2000_.tif,280,31,JSC158,2048,2048,2000,7
JSC158_32_280_2048_2000_.tif,280,32,JSC158,2048,2048,2000,7
JSC158_33_280_2048_2000_.tif,280,33,JSC158,2048,2048,2000,7
JSC158_34_280_2048_2000_.tif,280,34,JSC158,2048,2048,2000,7
JSC158_35_280_2048_2000_.tif,280,35,JSC158,2048,2048,2000,7
JSC158_36_280_2048_2000_.tif,280,36,JSC158,2048,2048,2000,7
JSC158_37_280_2048_2000_.tif,280,37,JSC158,2048,2048,2000,7
JSC158_40_280_2048_2000_.tif,280,40,JSC158,2048,2048,2000,7
JSC158_41_280_2048_2000_.tif,280,41,JSC158,2048,2048,2000,7
JSC158_42_280_2048_2000_.tif,280,42,JSC158,2048,2048,2000,7
JSC158_43_280_2048_2000_.tif,280,43,JSC158,2048,2048,2000,7
JSC158_44_280_2048_2000_.tif,280,44,JSC158,2048,2048,2000,7
JSC158_45_280_2048_2000_.tif,280,45,JSC158,2048,2048,2000,7
JSC158_46_280_2048_2000_.tif,280,46,JSC158,2048,2048,2000,7
JSC158_47_280_2048_2000_.tif,280,47,JSC158,2048,2048,2000,7
JSC158_50_280_2048_2000_.tif,280,50,JSC158,2048,2048,2000,7
JSC158_51_280_2048_2000_.tif,280,51,JSC158,2048,2048,2000,7
JSC158_52_280_2048_2000_.tif,280,52,JSC158,2048,2048,2000,7
JSC158_53_280_2048_2000_.tif,280,53,JSC158,2048,2048,2000,7
JSC158_54_280_2048_2000_.tif,280,54,JSC158,2048,2048,2000,7
JSC158_55_280_2048_2000_.tif,280,55,JSC158,2048,2048,2000,7
JSC158_56_280_2048_2000_.tif,280,56,JSC158,2048,2048,2000,7
JSC158_57_280_2048_2000_.tif,280,57,JSC158,2048,2048,2000,7
JSC158_60_280_2048_2000_.tif,280,60,JSC158,2048,2048,2000,7
JSC158_61_280_2048_2000_.tif,280,61,JSC158,2048,2048,2000,7
JSC158_62_280_2048_2000_.tif,280,62,JSC158,2048,2048,2000,7
JSC158_63_280_2048_2000_.tif,280,63,JSC158,2048,2048,2000,7
JSC158_64_280_2048_2000_.tif,280,64,JSC158,2048,2048,2000,7
JSC158_65_280_2048_2000_.tif,280,65,JSC158,2048,2048,2000,7
JSC158_66_280_2048_2000_.tif,280,66,JSC158,2048,2048,2000,7
JSC158_67_280_2048_2000_.tif,280,67,JSC158,2048,2048,2000,7
JSC158_70_280_2048_2000_.tif,280,70,JSC158,2048,2048,2000,7
JSC158_71_280_2048_2000_.tif,280,71,JSC158,2048,2048,2000,7
JSC158_72_280_2048_2000_.tif,280,72,JSC158,2048,2048,2000,7
JSC158_73_280_2048_2000_.tif,280,73,JSC158,2048,2048,2000,7
JSC158_74_280_2048_2000_.tif,280,74,JSC158,2048,2048,2000,7
JSC158_75_280_2048_2000_.tif,280,75,JSC158,2048,2048,2000,7
JSC158_76_280_2048_2000_.tif,280,76,JSC158,2048,2048,2000,7
JSC158_77_280_2048_2000_.tif,280,77,JSC158,2048,2048,2000,7
JSC159_00_280_2048_500_.tif ,280,00,JSC159,2048,2048,500,7
JSC159_01_280_2048_500_.tif ,280,01,JSC159,2048,2048,500,7
JSC159_02_280_2048_500_.tif ,280,02,JSC159,2048,2048,500,7
JSC159_03_280_2048_500_.tif ,280,03,JSC159,2048,2048,500,7
JSC159_04_280_2048_500_.tif ,280,04,JSC159,2048,2048,500,7
JSC159_05_280_2048_500_.tif ,280,05,JSC159,2048,2048,500,7
JSC159_06_280_2048_500_.tif ,280,06,JSC159,2048,2048,500,7
JSC159_07_280_2048_500_.tif ,280,07,JSC159,2048,2048,500,7
JSC159_10_280_2048_500_.tif ,280,10,JSC159,2048,2048,500,7
JSC159_11_280_2048_500_.tif ,280,11,JSC159,2048,2048,500,7
JSC159_12_280_2048_500_.tif ,280,12,JSC159,2048,2048,500,7
JSC159_13_280_2048_500_.tif ,280,13,JSC159,2048,2048,500,7
JSC159_14_280_2048_500_.tif ,280,14,JSC159,2048,2048,500,7
JSC159_15_280_2048_500_.tif ,280,15,JSC159,2048,2048,500,7
JSC159_16_280_2048_500_.tif ,280,16,JSC159,2048,2048,500,7
JSC159_17_280_2048_500_.tif ,280,17,JSC159,2048,2048,500,7
JSC159_20_280_2048_500_.tif ,280,20,JSC159,2048,2048,500,7
JSC159_21_280_2048_500_.tif ,280,21,JSC159,2048,2048,500,7
JSC159_22_280_2048_500_.tif ,280,22,JSC159,2048,2048,500,7
JSC159_23_280_2048_500_.tif ,280,23,JSC159,2048,2048,500,7
JSC159_24_280_2048_500_.tif ,280,24,JSC159,2048,2048,500,7
JSC159_25_280_2048_500_.tif ,280,25,JSC159,2048,2048,500,7
JSC159_26_280_2048_500_.tif ,280,26,JSC159,2048,2048,500,7
JSC159_27_280_2048_500_.tif ,280,27,JSC159,2048,2048,500,7
JSC159_30_280_2048_500_.tif ,280,30,JSC159,2048,2048,500,7
JSC159_31_280_2048_500_.tif ,280,31,JSC159,2048,2048,500,7
JSC159_32_280_2048_500_.tif ,280,32,JSC159,2048,2048,500,7
JSC159_33_280_2048_500_.tif ,280,33,JSC159,2048,2048,500,7
JSC159_34_280_2048_500_.tif ,280,34,JSC159,2048,2048,500,7
JSC159_35_280_2048_500_.tif ,280,35,JSC159,2048,2048,500,7
JSC159_36_280_2048_500_.tif ,280,36,JSC159,2048,2048,500,7
JSC159_37_280_2048_500_.tif ,280,37,JSC159,2048,2048,500,7
JSC159_40_280_2048_500_.tif ,280,40,JSC159,2048,2048,500,7
JSC159_41_280_2048_500_.tif ,280,41,JSC159,2048,2048,500,7
JSC159_42_280_2048_500_.tif ,280,42,JSC159,2048,2048,500,7
JSC159_43_280_2048_500_.tif ,280,43,JSC159,2048,2048,500,7
JSC159_44_280_2048_500_.tif ,280,44,JSC159,2048,2048,500,7
JSC159_45_280_2048_500_.tif ,280,45,JSC159,2048,2048,500,7
JSC159_46_280_2048_500_.tif ,280,46,JSC159,2048,2048,500,7
JSC159_47_280_2048_500_.tif ,280,47,JSC159,2048,2048,500,7
JSC159_50_280_2048_500_.tif ,280,50,JSC159,2048,2048,500,7
JSC159_51_280_2048_500_.tif ,280,51,JSC159,2048,2048,500,7
JSC159_52_280_2048_500_.tif ,280,52,JSC159,2048,2048,500,7
JSC159_53_280_2048_500_.tif ,280,53,JSC159,2048,2048,500,7
JSC159_54_280_2048_500_.tif ,280,54,JSC159,2048,2048,500,7
JSC159_55_280_2048_500_.tif ,280,55,JSC159,2048,2048,500,7
JSC159_56_280_2048_500_.tif ,280,56,JSC159,2048,2048,500,7
JSC159_57_280_2048_500_.tif ,280,57,JSC159,2048,2048,500,7
JSC159_60_280_2048_500_.tif ,280,60,JSC159,2048,2048,500,7
JSC159_61_280_2048_500_.tif ,280,61,JSC159,2048,2048,500,7
JSC159_62_280_2048_500_.tif ,280,62,JSC159,2048,2048,500,7
JSC159_63_280_2048_500_.tif ,280,63,JSC159,2048,2048,500,7
JSC159_64_280_2048_500_.tif ,280,64,JSC159,2048,2048,500,7
JSC159_65_280_2048_500_.tif ,280,65,JSC159,2048,2048,500,7
JSC159_66_280_2048_500_.tif ,280,66,JSC159,2048,2048,500,7
JSC159_67_280_2048_500_.tif ,280,67,JSC159,2048,2048,500,7
JSC159_70_280_2048_500_.tif ,280,70,JSC159,2048,2048,500,7
JSC159_71_280_2048_500_.tif ,280,71,JSC159,2048,2048,500,7
JSC159_72_280_2048_500_.tif ,280,72,JSC159,2048,2048,500,7
JSC159_73_280_2048_500_.tif ,280,73,JSC159,2048,2048,500,7
JSC159_74_280_2048_500_.tif ,280,74,JSC159,2048,2048,500,7
JSC159_75_280_2048_500_.tif ,280,75,JSC159,2048,2048,500,7
JSC159_76_280_2048_500_.tif ,280,76,JSC159,2048,2048,500,7
JSC159_77_280_2048_500_.tif ,280,77,JSC159,2048,2048,500,7
JSC160_00_280_2048_2000_.tif,280,00,JSC160,2048,2048,2000,7
JSC160_01_280_2048_2000_.tif,280,01,JSC160,2048,2048,2000,7
JSC160_02_280_2048_2000_.tif,280,02,JSC160,2048,2048,2000,7
JSC160_03_280_2048_2000_.tif,280,03,JSC160,2048,2048,2000,7
JSC160_04_280_2048_2000_.tif,280,04,JSC160,2048,2048,2000,7
JSC160_05_280_2048_2000_.tif,280,05,JSC160,2048,2048,2000,7
JSC160_06_280_2048_2000_.tif,280,06,JSC160,2048,2048,2000,7
JSC160_07_280_2048_2000_.tif,280,07,JSC160,2048,2048,2000,7
JSC160_10_280_2048_2000_.tif,280,10,JSC160,2048,2048,2000,7
JSC160_11_280_2048_2000_.tif,280,11,JSC160,2048,2048,2000,7
JSC160_12_280_2048_2000_.tif,280,12,JSC160,2048,2048,2000,7
JSC160_13_280_2048_2000_.tif,280,13,JSC160,2048,2048,2000,7
JSC160_14_280_2048_2000_.tif,280,14,JSC160,2048,2048,2000,7
JSC160_15_280_2048_2000_.tif,280,15,JSC160,2048,2048,2000,7
JSC160_16_280_2048_2000_.tif,280,16,JSC160,2048,2048,2000,7
JSC160_17_280_2048_2000_.tif,280,17,JSC160,2048,2048,2000,7
JSC160_20_280_2048_2000_.tif,280,20,JSC160,2048,2048,2000,7
JSC160_21_280_2048_2000_.tif,280,21,JSC160,2048,2048,2000,7
JSC160_22_280_2048_2000_.tif,280,22,JSC160,2048,2048,2000,7
JSC160_23_280_2048_2000_.tif,280,23,JSC160,2048,2048,2000,7
JSC160_24_280_2048_2000_.tif,280,24,JSC160,2048,2048,2000,7
JSC160_25_280_2048_2000_.tif,280,25,JSC160,2048,2048,2000,7
JSC160_26_280_2048_2000_.tif,280,26,JSC160,2048,2048,2000,7
JSC160_27_280_2048_2000_.tif,280,27,JSC160,2048,2048,2000,7
JSC160_30_280_2048_2000_.tif,280,30,JSC160,2048,2048,2000,7
JSC160_31_280_2048_2000_.tif,280,31,JSC160,2048,2048,2000,7
JSC160_32_280_2048_2000_.tif,280,32,JSC160,2048,2048,2000,7
JSC160_33_280_2048_2000_.tif,280,33,JSC160,2048,2048,2000,7
JSC160_34_280_2048_2000_.tif,280,34,JSC160,2048,2048,2000,7
JSC160_35_280_2048_2000_.tif,280,35,JSC160,2048,2048,2000,7
JSC160_36_280_2048_2000_.tif,280,36,JSC160,2048,2048,2000,7
JSC160_37_280_2048_2000_.tif,280,37,JSC160,2048,2048,2000,7
JSC160_40_280_2048_2000_.tif,280,40,JSC160,2048,2048,2000,7
JSC160_41_280_2048_2000_.tif,280,41,JSC160,2048,2048,2000,7
JSC160_42_280_2048_2000_.tif,280,42,JSC160,2048,2048,2000,7
JSC160_43_280_2048_2000_.tif,280,43,JSC160,2048,2048,2000,7
JSC160_44_280_2048_2000_.tif,280,44,JSC160,2048,2048,2000,7
JSC160_45_280_2048_2000_.tif,280,45,JSC160,2048,2048,2000,7
JSC160_46_280_2048_2000_.tif,280,46,JSC160,2048,2048,2000,7
JSC160_47_280_2048_2000_.tif,280,47,JSC160,2048,2048,2000,7
JSC160_50_280_2048_2000_.tif,280,50,JSC160,2048,2048,2000,7
JSC160_51_280_2048_2000_.tif,280,51,JSC160,2048,2048,2000,7
JSC160_52_280_2048_2000_.tif,280,52,JSC160,2048,2048,2000,7
JSC160_53_280_2048_2000_.tif,280,53,JSC160,2048,2048,2000,7
JSC160_54_280_2048_2000_.tif,280,54,JSC160,2048,2048,2000,7
JSC160_55_280_2048_2000_.tif,280,55,JSC160,2048,2048,2000,7
JSC160_56_280_2048_2000_.tif,280,56,JSC160,2048,2048,2000,7
JSC160_57_280_2048_2000_.tif,280,57,JSC160,2048,2048,2000,7
JSC160_60_280_2048_2000_.tif,280,60,JSC160,2048,2048,2000,7
JSC160_61_280_2048_2000_.tif,280,61,JSC160,2048,2048,2000,7
JSC160_62_280_2048_2000_.tif,280,62,JSC160,2048,2048,2000,7
JSC160_63_280_2048_2000_.tif,280,63,JSC160,2048,2048,2000,7
JSC160_64_280_2048_2000_.tif,280,64,JSC160,2048,2048,2000,7
JSC160_65_280_2048_2000_.tif,280,65,JSC160,2048,2048,2000,7
JSC160_66_280_2048_2000_.tif,280,66,JSC160,2048,2048,2000,7
JSC160_67_280_2048_2000_.tif,280,67,JSC160,2048,2048,2000,7
JSC160_70_280_2048_2000_.tif,280,70,JSC160,2048,2048,2000,7
JSC160_71_280_2048_2000_.tif,280,71,JSC160,2048,2048,2000,7
JSC160_72_280_2048_2000_.tif,280,72,JSC160,2048,2048,2000,7
JSC160_73_280_2048_2000_.tif,280,73,JSC160,2048,2048,2000,7
JSC160_74_280_2048_2000_.tif,280,74,JSC160,2048,2048,2000,7
JSC160_75_280_2048_2000_.tif,280,75,JSC160,2048,2048,2000,7
JSC160_76_280_2048_2000_.tif,280,76,JSC160,2048,2048,2000,7
JSC160_77_280_2048_2000_.tif,280,77,JSC160,2048,2048,2000,7
JSC161_00_280_2048_2000_.tif,280,00,JSC161,2048,2048,2000,7
JSC161_01_280_2048_2000_.tif,280,01,JSC161,2048,2048,2000,7
JSC161_02_280_2048_2000_.tif,280,02,JSC161,2048,2048,2000,7
JSC161_03_280_2048_2000_.tif,280,03,JSC161,2048,2048,2000,7
JSC161_04_280_2048_2000_.tif,280,04,JSC161,2048,2048,2000,7
JSC161_05_280_2048_2000_.tif,280,05,JSC161,2048,2048,2000,7
JSC161_06_280_2048_2000_.tif,280,06,JSC161,2048,2048,2000,7
JSC161_07_280_2048_2000_.tif,280,07,JSC161,2048,2048,2000,7
JSC161_10_280_2048_2000_.tif,280,10,JSC161,2048,2048,2000,7
JSC161_11_280_2048_2000_.tif,280,11,JSC161,2048,2048,2000,7
JSC161_12_280_2048_2000_.tif,280,12,JSC161,2048,2048,2000,7
JSC161_13_280_2048_2000_.tif,280,13,JSC161,2048,2048,2000,7
JSC161_14_280_2048_2000_.tif,280,14,JSC161,2048,2048,2000,7
JSC161_15_280_2048_2000_.tif,280,15,JSC161,2048,2048,2000,7
JSC161_16_280_2048_2000_.tif,280,16,JSC161,2048,2048,2000,7
JSC161_17_280_2048_2000_.tif,280,17,JSC161,2048,2048,2000,7
JSC161_20_280_2048_2000_.tif,280,20,JSC161,2048,2048,2000,7
JSC161_21_280_2048_2000_.tif,280,21,JSC161,2048,2048,2000,7
JSC161_22_280_2048_2000_.tif,280,22,JSC161,2048,2048,2000,7
JSC161_23_280_2048_2000_.tif,280,23,JSC161,2048,2048,2000,7
JSC161_24_280_2048_2000_.tif,280,24,JSC161,2048,2048,2000,7
JSC161_25_280_2048_2000_.tif,280,25,JSC161,2048,2048,2000,7
JSC161_26_280_2048_2000_.tif,280,26,JSC161,2048,2048,2000,7
JSC161_27_280_2048_2000_.tif,280,27,JSC161,2048,2048,2000,7
JSC161_30_280_2048_2000_.tif,280,30,JSC161,2048,2048,2000,7
JSC161_31_280_2048_2000_.tif,280,31,JSC161,2048,2048,2000,7
JSC161_32_280_2048_2000_.tif,280,32,JSC161,2048,2048,2000,7
JSC161_33_280_2048_2000_.tif,280,33,JSC161,2048,2048,2000,7
JSC161_34_280_2048_2000_.tif,280,34,JSC161,2048,2048,2000,7
JSC161_35_280_2048_2000_.tif,280,35,JSC161,2048,2048,2000,7
JSC161_36_280_2048_2000_.tif,280,36,JSC161,2048,2048,2000,7
JSC161_37_280_2048_2000_.tif,280,37,JSC161,2048,2048,2000,7
JSC161_40_280_2048_2000_.tif,280,40,JSC161,2048,2048,2000,7
JSC161_41_280_2048_2000_.tif,280,41,JSC161,2048,2048,2000,7
JSC161_42_280_2048_2000_.tif,280,42,JSC161,2048,2048,2000,7
JSC161_43_280_2048_2000_.tif,280,43,JSC161,2048,2048,2000,7
JSC161_44_280_2048_2000_.tif,280,44,JSC161,2048,2048,2000,7
JSC161_45_280_2048_2000_.tif,280,45,JSC161,2048,2048,2000,7
JSC161_46_280_2048_2000_.tif,280,46,JSC161,2048,2048,2000,7
JSC161_47_280_2048_2000_.tif,280,47,JSC161,2048,2048,2000,7
JSC161_50_280_2048_2000_.tif,280,50,JSC161,2048,2048,2000,7
JSC161_51_280_2048_2000_.tif,280,51,JSC161,2048,2048,2000,7
JSC161_52_280_2048_2000_.tif,280,52,JSC161,2048,2048,2000,7
JSC161_53_280_2048_2000_.tif,280,53,JSC161,2048,2048,2000,7
JSC161_54_280_2048_2000_.tif,280,54,JSC161,2048,2048,2000,7
JSC161_55_280_2048_2000_.tif,280,55,JSC161,2048,2048,2000,7
JSC161_56_280_2048_2000_.tif,280,56,JSC161,2048,2048,2000,7
JSC161_57_280_2048_2000_.tif,280,57,JSC161,2048,2048,2000,7
JSC161_60_280_2048_2000_.tif,280,60,JSC161,2048,2048,2000,7
JSC161_61_280_2048_2000_.tif,280,61,JSC161,2048,2048,2000,7
JSC161_62_280_2048_2000_.tif,280,62,JSC161,2048,2048,2000,7
JSC161_63_280_2048_2000_.tif,280,63,JSC161,2048,2048,2000,7
JSC161_64_280_2048_2000_.tif,280,64,JSC161,2048,2048,2000,7
JSC161_65_280_2048_2000_.tif,280,65,JSC161,2048,2048,2000,7
JSC161_66_280_2048_2000_.tif,280,66,JSC161,2048,2048,2000,7
JSC161_67_280_2048_2000_.tif,280,67,JSC161,2048,2048,2000,7
JSC161_70_280_2048_2000_.tif,280,70,JSC161,2048,2048,2000,7
JSC161_71_280_2048_2000_.tif,280,71,JSC161,2048,2048,2000,7
JSC161_72_280_2048_2000_.tif,280,72,JSC161,2048,2048,2000,7
JSC161_73_280_2048_2000_.tif,280,73,JSC161,2048,2048,2000,7
JSC161_74_280_2048_2000_.tif,280,74,JSC161,2048,2048,2000,7
JSC161_75_280_2048_2000_.tif,280,75,JSC161,2048,2048,2000,7
JSC161_76_280_2048_2000_.tif,280,76,JSC161,2048,2048,2000,7
JSC161_77_280_2048_2000_.tif,280,77,JSC161,2048,2048,2000,7
JSC162_00_280_2048_2000_.tif,280,00,JSC162,2048,2048,2000,7
JSC162_01_280_2048_2000_.tif,280,01,JSC162,2048,2048,2000,7
JSC162_02_280_2048_2000_.tif,280,02,JSC162,2048,2048,2000,7
JSC162_03_280_2048_2000_.tif,280,03,JSC162,2048,2048,2000,7
JSC162_04_280_2048_2000_.tif,280,04,JSC162,2048,2048,2000,7
JSC162_05_280_2048_2000_.tif,280,05,JSC162,2048,2048,2000,7
JSC162_06_280_2048_2000_.tif,280,06,JSC162,2048,2048,2000,7
JSC162_07_280_2048_2000_.tif,280,07,JSC162,2048,2048,2000,7
JSC162_10_280_2048_2000_.tif,280,10,JSC162,2048,2048,2000,7
JSC162_11_280_2048_2000_.tif,280,11,JSC162,2048,2048,2000,7
JSC162_12_280_2048_2000_.tif,280,12,JSC162,2048,2048,2000,7
JSC162_13_280_2048_2000_.tif,280,13,JSC162,2048,2048,2000,7
JSC162_14_280_2048_2000_.tif,280,14,JSC162,2048,2048,2000,7
JSC162_15_280_2048_2000_.tif,280,15,JSC162,2048,2048,2000,7
JSC162_16_280_2048_2000_.tif,280,16,JSC162,2048,2048,2000,7
JSC162_17_280_2048_2000_.tif,280,17,JSC162,2048,2048,2000,7
JSC162_20_280_2048_2000_.tif,280,20,JSC162,2048,2048,2000,7
JSC162_21_280_2048_2000_.tif,280,21,JSC162,2048,2048,2000,7
